user_id,total_orders,total_returns,return_ratio,order_value,account_age_dats,acc_creation_date,days_since_last_return,return_last_7_days,product_category,return_reason,is_high_value,risk_score,is_fraud
624,66,4,0.06060606060606061,1583,2025-03-12 14:46:15.954754,397,38,4,electronics,size_issue,0,0.4500321665909202,0
625,9,6,0.6666666666666666,3307,2025-09-18 14:46:15.954872,207,63,2,Toys_&_kids,damaged,0,0.4749203053266431,0
626,22,0,0.0,1329,2026-04-05 14:46:15.954990,8,99,1,electronics,wrong_item,0,0.2398313795194134,0
627,74,0,0.0,1333,2025-02-06 14:46:15.955108,431,42,3,home,not_needed,0,0.0,0
628,5,0,0.0,1999,2023-11-10 14:46:15.955222,885,89,3,electronics,size_issue,0,0.0,0
629,32,0,0.0,1901,2025-11-21 14:46:15.955334,143,79,2,beauty_&_self_care,wrong_item,0,0.0,0
630,226,143,0.6327433628318584,1807,2025-06-24 14:46:15.955446,293,43,1,Toys_&_kids,damaged,0,0.5163673402496749,1
631,120,9,0.075,1393,2025-04-25 14:46:15.955565,353,98,3,fashion,damaged,0,0.0,0
632,81,0,0.0,5046,2025-01-31 14:46:15.955677,437,69,2,beauty_&_self_care,damaged,1,0.22440183776179612,0
633,39,0,0.0,2495,2025-06-18 14:46:15.955795,299,82,1,beauty_&_self_care,size_issue,0,0.0,0
634,9,0,0.0,1589,2026-03-23 14:46:15.955939,21,0,0,fashion,damaged,0,0.6141287271398881,0
635,1,0,0.0,1746,2025-05-25 14:46:15.956209,323,56,4,home,not_needed,0,0.4846337423508359,1
636,1,0,0.0,1983,2026-03-15 14:46:15.956367,29,12,1,fashion,wrong_item,0,0.3254628274020525,0
637,33,0,0.0,875,2024-04-28 14:46:15.956561,715,70,4,fitness_&_sports,not_needed,0,0.3465207724297512,1
638,7,0,0.0,5641,2024-02-24 14:46:15.956861,779,28,2,fashion,not_needed,1,0.26099336677633705,0
639,20,0,0.0,1180,2026-03-16 14:46:15.956995,28,5,1,fashion,size_issue,0,0.35005436589435435,1
640,10,0,0.0,2475,2026-01-13 14:46:15.957121,90,16,4,electronics,not_needed,0,0.4215725648161961,1
641,6,0,0.0,1512,2024-11-16 14:46:15.957241,513,88,1,beauty_&_self_care,damaged,0,0.0,0
642,2,1,0.5,1503,2025-04-09 14:46:15.957355,369,7,2,fashion,not_needed,0,0.0,0
643,1,0,0.0,2012,2026-02-08 14:46:15.957487,64,77,2,home,wrong_item,0,0.0,0
644,71,0,0.0,2518,2026-04-04 14:46:15.957646,9,39,0,home,damaged,0,0.30465724986005,1
645,23,0,0.0,1877,2024-01-06 14:46:15.957779,828,26,1,electronics,damaged,0,0.0,0
646,22,0,0.0,2040,2025-05-21 14:46:15.957894,327,89,2,Toys_&_kids,not_needed,0,0.0,0
647,108,0,0.0,691,2026-01-02 14:46:15.958009,101,41,1,home,size_issue,0,0.0,0
648,22,0,0.0,1718,2025-06-11 14:46:15.958122,306,30,4,Toys_&_kids,wrong_item,0,0.45882691234645445,0
649,9,0,0.0,1186,2025-11-05 14:46:15.958241,159,37,0,fashion,not_needed,0,0.0,0
650,11,6,0.5454545454545454,2247,2026-02-13 14:46:15.958353,59,25,1,electronics,wrong_item,0,0.0,0
651,67,0,0.0,4171,2025-02-12 14:46:15.958466,425,81,0,Toys_&_kids,not_needed,1,0.16912540740723178,0
652,1,0,0.0,2155,2026-03-01 14:46:15.958609,43,76,1,home,wrong_item,0,0.0,0
653,15,0,0.0,2349,2025-12-28 14:46:15.958721,106,9,2,fashion,not_needed,0,0.0,0
654,10,0,0.0,1335,2025-09-27 14:46:15.958832,198,55,4,Toys_&_kids,size_issue,0,0.4490795478283079,1
655,18,0,0.0,2850,2024-11-17 14:46:15.958947,512,82,3,beauty_&_self_care,size_issue,0,0.0,0
656,17,0,0.0,1090,2026-01-29 14:46:15.959057,74,72,2,fitness_&_sports,size_issue,0,0.0,0
657,52,0,0.0,2711,2025-10-27 14:46:15.959168,168,85,4,fitness_&_sports,damaged,0,0.47155282915720587,0
658,1,0,0.0,3109,2025-11-02 14:46:15.959310,162,3,4,fitness_&_sports,not_needed,0,0.49891285133690494,0
659,148,0,0.0,2008,2025-11-06 14:46:15.959453,158,63,0,beauty_&_self_care,damaged,0,0.0,0
660,74,0,0.0,1399,2025-10-07 14:46:15.959582,188,50,3,electronics,not_needed,0,0.0,0
661,7,6,0.8571428571428571,1211,2024-07-12 14:46:15.959714,640,27,3,Toys_&_kids,size_issue,0,0.3494192688243185,0
662,40,0,0.0,3848,2025-10-13 14:46:15.959831,182,38,1,beauty_&_self_care,size_issue,0,0.0,0
663,83,42,0.5060240963855421,622,2024-12-08 14:46:15.959941,491,53,3,electronics,damaged,0,0.0,0
664,10,0,0.0,4577,2023-08-09 14:46:15.960052,978,97,4,home,damaged,1,0.6465885588623639,0
665,12,10,0.8333333333333334,3228,2025-12-19 14:46:15.960174,115,16,2,beauty_&_self_care,size_issue,0,0.4431439127967148,1
666,80,1,0.0125,2634,2024-09-01 14:46:15.960291,589,33,2,fashion,not_needed,0,0.0,0
667,3,0,0.0,2726,2023-08-04 14:46:15.960401,983,12,4,beauty_&_self_care,size_issue,0,0.48703171447532423,1
668,3,0,0.0,1513,2025-05-14 14:46:15.960535,334,20,1,beauty_&_self_care,damaged,0,0.0,0
669,7,0,0.0,944,2024-01-29 14:46:15.960646,805,50,0,Toys_&_kids,wrong_item,0,0.0,0
670,145,79,0.5448275862068965,1360,2025-06-19 14:46:15.960755,298,88,2,beauty_&_self_care,wrong_item,0,0.0,0
671,10,12,1.2,2529,2026-02-22 14:46:15.960865,50,30,4,Toys_&_kids,not_needed,0,0.9437131865406834,1
672,43,26,0.6046511627906976,2544,2026-01-10 14:46:15.960984,93,54,3,home,not_needed,0,0.3620615626266863,1
673,21,3,0.14285714285714285,1760,2025-10-09 14:46:15.961116,186,13,1,electronics,not_needed,0,0.0,0
674,48,0,0.0,3487,2025-08-29 14:46:15.961246,227,18,3,beauty_&_self_care,wrong_item,0,0.0,0
675,48,0,0.0,2495,2025-11-21 14:46:15.961355,143,36,2,beauty_&_self_care,wrong_item,0,0.0,0
676,42,0,0.0,1655,2025-05-13 14:46:15.961465,335,46,3,beauty_&_self_care,size_issue,0,0.0,0
677,32,0,0.0,1994,2025-11-19 14:46:15.961593,145,25,1,fitness_&_sports,wrong_item,0,0.0,0
678,88,0,0.0,1212,2025-10-01 14:46:15.961763,194,65,1,electronics,damaged,0,0.0,0
679,2,0,0.0,3067,2025-12-31 14:46:15.962088,103,12,2,fashion,damaged,0,0.0,0
680,1,0,0.0,1164,2024-11-15 14:46:15.962375,514,58,4,electronics,wrong_item,0,0.36380878597456145,0
681,61,0,0.0,871,2025-10-30 14:46:15.962531,165,96,4,Toys_&_kids,wrong_item,0,0.3941632838731796,1
682,1,0,0.0,1153,2025-11-04 14:46:15.962653,160,28,0,home,not_needed,0,0.0,0
683,13,0,0.0,1511,2025-12-15 14:46:15.962767,119,54,4,electronics,size_issue,0,0.33147431666998206,1
684,8,6,0.75,4488,2026-01-20 14:46:15.962884,83,81,0,electronics,wrong_item,1,0.6768046507409283,1
685,14,8,0.5714285714285714,1486,2025-12-06 14:46:15.963033,128,36,2,electronics,not_needed,0,0.0,0
686,37,1,0.02702702702702703,1606,2026-04-06 14:46:15.963185,7,26,2,beauty_&_self_care,damaged,0,0.26194664978920246,0
687,15,0,0.0,2145,2026-03-20 14:46:15.963399,24,23,3,home,size_issue,0,0.3617585946385388,1
688,18,0,0.0,2441,2024-08-23 14:46:15.963582,598,62,3,home,size_issue,0,0.0,0
689,2,0,0.0,833,2025-04-28 14:46:15.963732,350,80,0,home,size_issue,0,0.0,0
690,18,0,0.0,2206,2026-01-07 14:46:15.963844,96,32,1,fashion,damaged,0,0.0,0
691,33,0,0.0,1593,2025-01-15 14:46:15.963956,453,14,2,fashion,not_needed,0,0.0,0
692,13,0,0.0,1992,2025-10-25 14:46:15.964066,170,92,0,beauty_&_self_care,wrong_item,0,0.0,0
693,1,0,0.0,3016,2025-07-19 14:46:15.964213,268,14,1,electronics,wrong_item,0,0.0,0
694,35,18,0.5142857142857142,951,2026-03-03 14:46:15.964364,41,92,1,Toys_&_kids,size_issue,0,0.0,0
695,166,123,0.7409638554216867,2810,2026-02-08 14:46:15.964500,64,9,1,fitness_&_sports,wrong_item,0,0.5171967492707075,1
696,34,3,0.08823529411764706,1301,2026-02-20 14:46:15.964630,52,8,1,fitness_&_sports,damaged,0,0.0,0
697,26,10,0.38461538461538464,2145,2026-03-18 14:46:15.964741,26,56,1,home,not_needed,0,0.25653347210823185,0
698,5,0,0.0,2155,2025-09-25 14:46:15.964857,200,8,0,beauty_&_self_care,not_needed,0,0.0,0
699,42,35,0.8333333333333334,1429,2026-01-28 14:46:15.964967,75,82,0,beauty_&_self_care,wrong_item,0,0.3841583465566203,0
700,21,4,0.19047619047619047,425,2025-12-18 14:46:15.965083,116,83,1,home,damaged,0,0.0,0
701,9,0,0.0,1789,2026-01-19 14:46:15.965194,84,50,2,fitness_&_sports,wrong_item,0,0.0,0
702,98,0,0.0,1672,2025-05-30 14:46:15.965305,318,28,0,electronics,wrong_item,0,0.0,0
703,4,0,0.0,670,2026-01-14 14:46:15.965414,89,88,1,Toys_&_kids,damaged,0,0.0,0
704,23,0,0.0,1599,2026-03-01 14:46:15.965534,43,82,1,fitness_&_sports,wrong_item,0,0.0,0
705,16,0,0.0,2311,2023-12-02 14:46:15.965652,863,47,4,Toys_&_kids,not_needed,0,0.4563270890886421,1
706,3,0,0.0,2319,2026-04-09 14:46:15.965769,4,12,2,beauty_&_self_care,size_issue,0,0.3716940505196526,0
707,12,0,0.0,1847,2025-08-08 14:46:15.965885,248,9,0,home,wrong_item,0,0.0,0
708,35,0,0.0,733,2026-02-18 14:46:15.965997,54,23,3,Toys_&_kids,not_needed,0,0.0,0
709,5,4,0.8,2066,2024-11-26 14:46:15.966109,503,49,2,fashion,wrong_item,0,0.46570140403665083,1
710,38,0,0.0,3240,2025-10-18 14:46:15.966226,177,0,4,fitness_&_sports,wrong_item,0,0.49930328409536945,1
711,4,2,0.5,1196,2026-03-04 14:46:15.966349,40,80,4,beauty_&_self_care,damaged,0,0.45167695431798355,0
712,1,0,0.0,746,2026-02-26 14:46:15.966467,46,40,0,electronics,size_issue,0,0.0,0
713,3,0,0.0,2171,2025-09-21 14:46:15.966578,204,2,0,home,size_issue,0,0.16981048489231026,0
714,29,0,0.0,2931,2025-12-30 14:46:15.966694,104,75,3,fashion,damaged,0,0.0,0
715,10,0,0.0,1289,2025-11-28 14:46:15.966806,136,63,1,electronics,size_issue,0,0.0,0
716,22,0,0.0,2715,2025-09-27 14:46:15.966917,198,50,2,home,size_issue,0,0.0,0
717,59,43,0.7288135593220338,3331,2023-12-09 14:46:15.967028,856,73,3,home,size_issue,0,0.49627073398359534,0
718,15,8,0.5333333333333333,2097,2025-04-22 14:46:15.967152,356,21,4,fitness_&_sports,not_needed,0,0.3084400937162597,0
719,5,1,0.2,1938,2025-02-08 14:46:15.967276,429,21,1,beauty_&_self_care,damaged,0,0.0,0
720,6,0,0.0,3138,2025-03-14 14:46:15.967391,395,76,2,home,not_needed,0,0.0,0
721,2,0,0.0,3718,2025-08-31 14:46:15.967506,225,6,0,home,damaged,0,0.0,0
722,55,0,0.0,1341,2025-07-26 14:46:15.967641,261,32,2,fitness_&_sports,size_issue,0,0.0,0
723,9,0,0.0,782,2026-03-24 14:46:15.967754,20,5,2,electronics,damaged,0,0.2131201529890059,0
724,15,0,0.0,1382,2025-11-28 14:46:15.967873,136,2,1,fashion,size_issue,0,0.18933774434893297,0
725,19,0,0.0,1628,2025-08-20 14:46:15.967991,236,43,1,fitness_&_sports,size_issue,0,0.0,0
726,18,0,0.0,973,2025-11-26 14:46:15.968103,138,73,1,home,size_issue,0,0.0,0
727,1,0,0.0,2922,2024-05-31 14:46:15.968215,682,32,3,fitness_&_sports,damaged,0,0.0,0
728,4,0,0.0,2675,2025-06-06 14:46:15.968327,311,84,0,home,wrong_item,0,0.0,0
729,9,6,0.6666666666666666,959,2025-07-09 14:46:15.968437,278,66,0,beauty_&_self_care,damaged,0,0.3961460692966642,0
730,28,0,0.0,2142,2026-03-31 14:46:15.968554,13,76,0,electronics,damaged,0,0.3635808353664879,1
731,21,0,0.0,2143,2025-11-11 14:46:15.968673,153,87,1,electronics,wrong_item,0,0.0,0
732,1,0,0.0,1221,2025-03-21 14:46:15.968785,388,95,4,fitness_&_sports,size_issue,0,0.41985550356471835,0
733,15,0,0.0,4386,2025-12-10 14:46:15.968902,124,95,4,electronics,damaged,1,0.7639505727314999,1
734,106,0,0.0,2333,2026-01-06 14:46:15.969025,97,0,3,electronics,damaged,0,0.13718672817487693,0
735,97,0,0.0,1534,2025-01-27 14:46:15.969143,441,41,3,electronics,not_needed,0,0.0,0
736,38,0,0.0,3564,2025-05-26 14:46:15.969253,322,77,4,electronics,damaged,0,0.3855011407426732,1
737,54,0,0.0,4428,2026-02-23 14:46:15.969370,49,84,3,fashion,damaged,1,0.17873637719812258,0
738,26,0,0.0,1169,2022-07-24 14:46:15.969488,1359,16,3,fashion,not_needed,0,0.0,0
739,22,20,0.9090909090909091,2027,2026-01-14 14:46:15.969618,89,3,1,Toys_&_kids,wrong_item,0,0.4892553115935335,1
740,14,5,0.35714285714285715,1934,2025-12-08 14:46:15.969737,126,97,2,electronics,not_needed,0,0.0,0
741,7,0,0.0,2320,2024-01-25 14:46:15.969848,809,51,0,home,damaged,0,0.0,0
742,36,0,0.0,1213,2025-09-23 14:46:15.969959,202,17,4,Toys_&_kids,damaged,0,0.46799964464878857,0
743,3,2,0.6666666666666666,1845,2022-06-24 14:46:15.970076,1389,24,1,fitness_&_sports,wrong_item,0,0.500405835753768,1
744,70,0,0.0,1296,2025-12-18 14:46:15.970192,116,79,0,electronics,size_issue,0,0.0,0
745,17,0,0.0,1081,2025-12-18 14:46:15.970302,116,90,0,fitness_&_sports,size_issue,0,0.0,0
746,39,0,0.0,1138,2025-12-06 14:46:15.970412,128,8,0,home,size_issue,0,0.0,0
747,65,55,0.8461538461538461,1616,2024-10-14 14:46:15.970522,546,60,2,Toys_&_kids,not_needed,0,0.43500727185834076,1
748,9,5,0.5555555555555556,2782,2026-02-18 14:46:15.970639,54,99,0,fashion,damaged,0,0.0,0
749,50,0,0.0,774,2024-12-04 14:46:15.970751,495,76,4,electronics,wrong_item,0,0.46998749828094477,0
750,10,0,0.0,2631,2025-12-19 14:46:15.970868,115,79,4,fitness_&_sports,damaged,0,0.33492218339645236,1
751,128,0,0.0,2197,2025-09-09 14:46:15.970984,216,28,4,fitness_&_sports,damaged,0,0.3106869204782034,0
752,28,0,0.0,2215,2025-09-27 14:46:15.971101,198,81,2,electronics,damaged,0,0.0,0
753,8,5,0.625,1036,2025-07-17 14:46:15.971212,270,89,3,electronics,size_issue,0,0.5133797474131359,1
754,24,23,0.9583333333333334,1514,2025-04-21 14:46:15.971328,357,53,3,electronics,damaged,0,0.3980067067595245,0
755,26,1,0.038461538461538464,1794,2026-03-26 14:46:15.971445,18,65,4,fitness_&_sports,damaged,0,0.5924133799745012,1
756,25,20,0.8,4118,2024-02-12 14:46:15.971581,791,80,2,beauty_&_self_care,wrong_item,1,0.562264871477058,1
757,73,3,0.0410958904109589,6443,2026-02-01 14:46:15.971707,71,55,1,home,size_issue,1,0.17547752499495525,0
758,1,0,0.0,1630,2024-03-10 14:46:15.971824,764,8,3,electronics,not_needed,0,0.0,0
759,64,32,0.5,1079,2024-06-14 14:46:15.972061,668,12,2,beauty_&_self_care,damaged,0,0.0,0
760,9,6,0.6666666666666666,1454,2025-11-21 14:46:15.972289,143,61,4,fitness_&_sports,not_needed,0,0.8188451854581557,1
761,17,14,0.8235294117647058,2661,2024-01-24 14:46:15.972529,810,43,3,Toys_&_kids,wrong_item,0,0.40258034807241794,0
762,26,1,0.038461538461538464,1228,2025-08-17 14:46:15.972660,239,2,2,fitness_&_sports,damaged,0,0.23410810130121817,0
763,140,0,0.0,1169,2026-01-17 14:46:15.972784,86,98,1,electronics,wrong_item,0,0.0,0
764,16,0,0.0,1359,2026-01-24 14:46:15.972897,79,1,0,fashion,damaged,0,0.2081972471056167,0
765,57,0,0.0,2001,2024-02-07 14:46:15.973044,796,67,0,beauty_&_self_care,not_needed,0,0.0,0
766,22,0,0.0,527,2025-05-22 14:46:15.973158,326,61,0,home,not_needed,0,0.0,0
767,34,0,0.0,1211,2024-10-05 14:46:15.973327,555,17,4,beauty_&_self_care,damaged,0,0.36064390934371826,0
768,10,0,0.0,2693,2025-09-19 14:46:15.973582,206,54,4,fashion,wrong_item,0,0.3396261483647154,1
769,11,0,0.0,2139,2023-04-23 14:46:15.973711,1086,67,0,fashion,size_issue,0,0.0,0
770,11,0,0.0,915,2025-07-03 14:46:15.973828,284,51,3,fashion,wrong_item,0,0.0,0
771,24,0,0.0,733,2025-09-20 14:46:15.973941,205,17,4,Toys_&_kids,size_issue,0,0.4651061646693499,1
772,36,0,0.0,2345,2025-09-27 14:46:15.974062,198,8,3,fashion,damaged,0,0.0,0
773,48,0,0.0,1534,2026-03-30 14:46:15.974175,14,79,0,beauty_&_self_care,wrong_item,0,0.3611350758085409,0
774,16,0,0.0,4374,2025-05-06 14:46:15.974293,342,28,1,beauty_&_self_care,wrong_item,1,0.13569013481967496,1
775,9,3,0.3333333333333333,1061,2024-09-14 14:46:15.974410,576,83,3,fitness_&_sports,wrong_item,0,0.0,0
776,9,0,0.0,1009,2026-03-05 14:46:15.974522,39,60,1,electronics,damaged,0,0.0,0
777,144,92,0.6388888888888888,2432,2024-12-31 14:46:15.974634,468,18,1,Toys_&_kids,wrong_item,0,0.547936095736494,0
778,247,23,0.0931174089068826,2494,2026-01-19 14:46:15.974751,84,38,3,fitness_&_sports,wrong_item,0,0.0,0
779,1,4,4.0,1952,2026-04-02 14:46:15.974890,11,40,1,fitness_&_sports,wrong_item,0,0.8645159870557731,1
780,11,0,0.0,2328,2025-09-27 14:46:15.975030,198,34,4,electronics,not_needed,0,0.345685170461684,1
781,3,0,0.0,2248,2026-01-07 14:46:15.975175,96,86,0,fashion,size_issue,0,0.0,0
782,12,0,0.0,1205,2022-05-28 14:46:15.975286,1416,55,3,home,not_needed,0,0.0,0
783,30,0,0.0,2775,2026-01-27 14:46:15.975397,76,71,1,Toys_&_kids,wrong_item,0,0.0,0
784,6,0,0.0,1414,2026-01-16 14:46:15.975508,87,28,0,fitness_&_sports,size_issue,0,0.0,0
785,49,0,0.0,892,2025-12-03 14:46:15.975663,131,92,0,fitness_&_sports,not_needed,0,0.0,0
786,50,0,0.0,1138,2025-08-27 14:46:15.975775,229,63,1,home,damaged,0,0.0,0
787,4,0,0.0,1708,2026-02-14 14:46:15.975917,58,62,4,beauty_&_self_care,damaged,0,0.3716725071315657,1
788,11,0,0.0,1399,2024-08-31 14:46:15.976033,590,46,2,fashion,wrong_item,0,0.0,0
789,34,0,0.0,2396,2024-10-22 14:46:15.976144,538,78,1,fashion,damaged,0,0.0,0
790,45,0,0.0,1659,2025-03-06 14:46:15.976254,403,47,2,Toys_&_kids,damaged,0,0.0,0
791,70,0,0.0,3131,2026-03-17 14:46:15.976389,27,62,0,beauty_&_self_care,wrong_item,0,0.3614691242400737,0
792,92,0,0.0,3786,2024-04-18 14:46:15.976512,725,99,1,fashion,size_issue,0,0.0,0
793,19,0,0.0,3000,2025-12-13 14:46:15.976764,121,18,0,fashion,wrong_item,0,0.0,0
794,31,0,0.0,1505,2026-01-03 14:46:15.977057,100,89,0,electronics,size_issue,0,0.0,0
795,14,13,0.9285714285714286,2326,2025-05-04 14:46:15.977281,344,92,2,fashion,size_issue,0,0.336081288938582,0
796,14,2,0.14285714285714285,1024,2023-10-21 14:46:15.977443,905,55,2,home,not_needed,0,0.0,0
797,85,0,0.0,1198,2024-12-23 14:46:15.977557,476,33,3,Toys_&_kids,wrong_item,0,0.0,0
798,19,0,0.0,3891,2025-09-22 14:46:15.977697,203,46,2,fashion,size_issue,0,0.0,0
799,72,0,0.0,3315,2022-12-18 14:46:15.977809,1212,84,0,electronics,wrong_item,0,0.0,0
800,10,8,0.8,2220,2026-02-23 14:46:15.977962,49,9,3,fashion,not_needed,0,0.3692202829818356,1
801,26,15,0.5769230769230769,1231,2025-04-27 14:46:15.978097,351,34,0,fashion,damaged,0,0.0,0
802,8,2,0.25,2088,2026-03-03 14:46:15.978252,41,9,3,beauty_&_self_care,not_needed,0,0.0,0
803,10,0,0.0,2316,2025-03-12 14:46:15.978398,397,33,4,home,wrong_item,0,0.3699790927294797,0
804,4,1,0.25,1258,2025-07-20 14:46:15.978517,267,70,0,fitness_&_sports,wrong_item,0,0.0,0
805,1,0,0.0,1534,2026-04-11 14:46:15.978629,2,65,4,Toys_&_kids,not_needed,0,0.708848537334126,1
806,14,0,0.0,958,2024-12-29 14:46:15.978750,470,17,1,fashion,size_issue,0,0.0,0
807,28,22,0.7857142857142857,4417,2024-12-25 14:46:15.978893,474,47,3,home,wrong_item,1,0.6999577199679198,1
808,1,0,0.0,4214,2024-11-21 14:46:15.979014,508,73,4,home,size_issue,1,0.564106593653422,1
809,111,0,0.0,1943,2024-07-31 14:46:15.979155,621,10,4,beauty_&_self_care,damaged,0,0.3035915727500302,1
810,104,77,0.7403846153846154,3905,2025-04-23 14:46:15.979272,355,11,1,fashion,not_needed,0,0.5485590778744525,0
811,36,21,0.5833333333333334,3386,2026-01-30 14:46:15.979407,73,37,2,home,size_issue,0,0.0,0
812,19,2,0.10526315789473684,2198,2026-01-08 14:46:15.979546,95,86,2,beauty_&_self_care,wrong_item,0,0.0,0
813,35,0,0.0,2418,2026-02-02 14:46:15.979675,70,82,4,beauty_&_self_care,damaged,0,0.47284612045231145,1
814,28,0,0.0,1788,2024-12-11 14:46:15.979792,488,60,3,fashion,damaged,0,0.0,0
815,24,9,0.375,2575,2026-02-12 14:46:15.979903,60,30,3,fashion,size_issue,0,0.0,0
816,53,26,0.49056603773584906,1742,2025-09-23 14:46:15.980014,202,18,2,home,damaged,0,0.0,0
817,13,1,0.07692307692307693,2947,2026-04-09 14:46:15.980123,4,91,0,beauty_&_self_care,damaged,0,0.3236692614090915,1
818,17,0,0.0,1405,2025-11-12 14:46:15.980239,152,29,1,home,wrong_item,0,0.0,0
819,5,0,0.0,1334,2025-05-21 14:46:15.980350,327,30,3,Toys_&_kids,size_issue,0,0.0,0
820,19,9,0.47368421052631576,712,2023-09-17 14:46:15.980463,939,82,3,fitness_&_sports,size_issue,0,0.0,0
821,11,0,0.0,3007,2024-09-20 14:46:15.980587,570,28,3,Toys_&_kids,wrong_item,0,0.0,0
822,1,0,0.0,1048,2025-09-02 14:46:15.980701,223,46,2,beauty_&_self_care,wrong_item,0,0.0,0
823,42,0,0.0,1683,2026-02-23 14:46:15.980813,49,95,1,Toys_&_kids,wrong_item,0,0.0,0
824,35,0,0.0,467,2026-04-12 14:46:15.980924,1,53,2,fitness_&_sports,wrong_item,0,0.2667629823418475,0
825,2,0,0.0,1724,2025-02-24 14:46:15.981044,413,24,1,fitness_&_sports,size_issue,0,0.0,0
826,58,0,0.0,1376,2026-03-06 14:46:15.981155,38,78,0,electronics,size_issue,0,0.0,0
827,14,0,0.0,4484,2023-09-13 14:46:15.981267,943,44,0,Toys_&_kids,wrong_item,1,0.22774523644984393,0
828,11,4,0.36363636363636365,2059,2025-07-03 14:46:15.981385,284,43,1,Toys_&_kids,not_needed,0,0.0,0
829,5,0,0.0,2299,2025-11-14 14:46:15.981496,150,8,3,fitness_&_sports,wrong_item,0,0.0,0
830,21,20,0.9523809523809523,967,2026-01-23 14:46:15.981623,80,80,4,electronics,wrong_item,0,0.7892126946746052,1
831,4,2,0.5,2009,2025-03-12 14:46:15.981750,397,23,4,electronics,damaged,0,0.47681505926203693,1
832,1,0,0.0,3279,2026-02-23 14:46:15.981868,49,81,2,home,size_issue,0,0.0,0
833,16,0,0.0,1680,2025-08-24 14:46:15.981982,232,90,3,fitness_&_sports,wrong_item,0,0.0,0
834,2,0,0.0,1193,2025-11-15 14:46:15.982095,149,56,1,beauty_&_self_care,damaged,0,0.0,0
835,26,0,0.0,1478,2025-05-11 14:46:15.982208,337,6,3,Toys_&_kids,size_issue,0,0.0,0
836,14,0,0.0,674,2026-03-13 14:46:15.982320,31,48,4,beauty_&_self_care,wrong_item,0,0.35139834706218953,0
837,100,0,0.0,2789,2025-05-02 14:46:15.982439,346,6,4,fashion,size_issue,0,0.4799819086709344,1
838,14,0,0.0,2002,2025-11-16 14:46:15.982557,148,66,1,fashion,size_issue,0,0.0,0
839,9,0,0.0,1411,2025-01-29 14:46:15.982669,439,48,0,fashion,damaged,0,0.0,0
840,11,0,0.0,2097,2026-02-24 14:46:15.982780,48,30,4,fitness_&_sports,damaged,0,0.36955401952088757,0
841,16,0,0.0,4161,2025-04-02 14:46:15.982897,376,71,3,electronics,size_issue,1,0.22612723810593008,1
842,5,0,0.0,1595,2025-11-25 14:46:15.983013,139,0,1,Toys_&_kids,size_issue,0,0.25180560961024057,0
843,3,0,0.0,1503,2024-10-01 14:46:15.983129,559,17,3,beauty_&_self_care,not_needed,0,0.0,0
844,9,0,0.0,1729,2025-10-26 14:46:15.983240,169,21,4,Toys_&_kids,wrong_item,0,0.46179554992274174,0
845,27,0,0.0,1440,2025-07-08 14:46:15.983356,279,95,4,beauty_&_self_care,damaged,0,0.4106980540397648,0
846,78,0,0.0,887,2025-07-20 14:46:15.983473,267,10,3,Toys_&_kids,not_needed,0,0.0,0
847,23,0,0.0,1439,2026-02-03 14:46:15.983585,69,65,2,home,not_needed,0,0.0,0
848,80,0,0.0,1801,2023-08-13 14:46:15.983716,974,14,1,fashion,wrong_item,0,0.0,0
849,4,0,0.0,1029,2025-04-06 14:46:15.983829,372,86,3,fitness_&_sports,damaged,0,0.0,0
850,15,11,0.7333333333333333,1449,2025-04-29 14:46:15.983939,349,38,1,electronics,size_issue,0,0.30356934967354665,1
851,14,2,0.14285714285714285,1828,2026-03-24 14:46:15.984058,20,80,3,electronics,not_needed,0,0.32550123084035326,0
852,41,0,0.0,2765,2024-05-03 14:46:15.984175,710,93,2,beauty_&_self_care,not_needed,0,0.0,0
853,65,53,0.8153846153846154,2466,2024-09-30 14:46:15.984286,560,36,0,beauty_&_self_care,damaged,0,0.5048181893385935,0
854,85,3,0.03529411764705882,1192,2024-10-24 14:46:15.984402,536,23,1,fashion,size_issue,0,0.0,0
855,9,7,0.7777777777777778,1369,2025-09-28 14:46:15.984516,197,84,3,home,wrong_item,0,0.3846466752108418,1
856,1,0,0.0,970,2025-06-28 14:46:15.984634,289,46,2,Toys_&_kids,damaged,0,0.0,0
857,57,0,0.0,2264,2026-01-24 14:46:15.984746,79,85,4,Toys_&_kids,size_issue,0,0.35064149632847147,1
858,2,0,0.0,1778,2026-04-05 14:46:15.984863,8,16,4,Toys_&_kids,size_issue,0,0.748009666910921,1
859,9,0,0.0,3311,2025-01-25 14:46:15.984982,443,25,4,fitness_&_sports,damaged,0,0.4132887370173253,0
860,39,0,0.0,5794,2026-03-16 14:46:15.985101,28,15,0,beauty_&_self_care,size_issue,1,0.40810305107158484,0
861,19,0,0.0,1966,2025-02-04 14:46:15.985229,433,49,3,Toys_&_kids,not_needed,0,0.0,0
862,3,2,0.6666666666666666,3463,2026-02-03 14:46:15.985342,69,77,3,fitness_&_sports,wrong_item,0,0.4071725904510408,0
863,2,0,0.0,2922,2022-03-24 14:46:15.985458,1481,86,1,home,size_issue,0,0.0,0
864,9,0,0.0,6859,2025-12-07 14:46:15.985571,127,37,1,Toys_&_kids,damaged,1,0.10983170472428552,0
865,8,7,0.875,1898,2024-07-25 14:46:15.985707,627,18,1,fashion,not_needed,0,0.43170877319413437,1
